,Country,Happiness Score,GDP per Capita,Social Support,Health/Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Govâ€™t Corruption,Year
0,Denmark,7.526,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.36171,0.44453,2016
1,Switzerland,7.508999999999999,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,2016
2,Iceland,7.501,1.42666,1.18326,0.8673299999999999,0.56624,0.47678,0.14975,2016
3,Norway,7.497999999999998,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,2016
4,Finland,7.4129999999999985,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,2016
5,Canada,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,2016
6,Netherlands,7.338999999999999,1.46468,1.02912,0.8123100000000001,0.55211,0.47416,0.29927,2016
7,New Zealand,7.334,1.36066,1.17278,0.83096,0.5814699999999999,0.4940100000000001,0.41904,2016
8,Australia,7.313,1.44443,1.10476,0.8512,0.5683699999999999,0.47407,0.32331,2016
9,Sweden,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,2016
10,Israel,7.267,1.33766,0.99537,0.8491700000000001,0.36432,0.32288,0.08728,2016
11,Austria,7.119,1.45038,1.0838299999999998,0.80565,0.54355,0.32865,0.21348000000000006,2016
12,United States,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,2016
13,Costa Rica,7.0870000000000015,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,2016
15,Germany,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,2016
16,Brazil,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.15775999999999998,0.14165999999999998,2016
17,Belgium,6.9289999999999985,1.42539,1.05249,0.8195899999999999,0.51354,0.2424,0.26248,2016
18,Ireland,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,2016
19,Luxembourg,6.871,1.69752,1.03999,0.8454200000000001,0.5487,0.27571,0.35329,2016
20,Mexico,6.778,1.1150799999999998,0.7146,0.71143,0.37709,0.11735,0.18355,2016
21,Singapore,6.739,1.64555,0.8675799999999999,0.94719,0.4877,0.32706,0.46987,2016
22,United Kingdom,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,2016
23,Chile,6.705,1.2167,0.90587,0.8188300000000001,0.37789,0.31595,0.11451,2016
24,Panama,6.7010000000000005,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,2016
25,Argentina,6.65,1.15137,1.0661200000000002,0.69711,0.42284,0.10989000000000003,0.07296,2016
26,Czech Republic,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,2016
27,United Arab Emirates,6.573,1.57352,0.8711399999999999,0.72993,0.56215,0.26591,0.35561,2016
28,Uruguay,6.545,1.18157,1.0314299999999998,0.72183,0.54388,0.18056,0.21394,2016
29,Malta,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,2016
30,Colombia,6.481,1.03032,1.02169,0.59659,0.44735,0.15625999999999998,0.05399,2016
31,France,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2016
32,Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2016
33,Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2016
36,Spain,6.3610000000000015,1.34253,1.12945,0.8789600000000001,0.37545,0.17665,0.061370000000000015,2016
37,Algeria,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.07044,0.16157,2016
38,Guatemala,6.324,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.28808,0.08701,2016
40,Kuwait,6.239,1.61714,0.8775799999999999,0.63569,0.43166,0.15965,0.23669,2016
41,Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,2016
42,Trinidad and Tobago,6.167999999999998,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2016
43,Venezuela,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.0425,0.08304,2016
44,Slovakia,6.0779999999999985,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,2016
45,El Salvador,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,2016
46,Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2016
47,Nicaragua,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46582,0.29773,0.16292,2016
48,Uzbekistan,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.34326,0.28333,2016
49,Italy,5.977,1.35495,1.04167,0.8510200000000001,0.18827,0.16684000000000002,0.02556,2016
50,Ecuador,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2016
52,Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,2016
53,Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2016
54,Moldova,5.897,0.69177,0.8313200000000001,0.5230899999999999,0.25202,0.19997,0.01903,2016
55,Russia,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.02736,0.03586,2016
56,Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2016
57,South Korea,5.835,1.35948,0.7219399999999999,0.88645,0.25168,0.18824,0.07716,2016
58,Bolivia,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.21698,0.07746,2016
59,Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2016
60,Belarus,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.13942000000000002,0.17457,2016
62,Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,2016
63,Peru,5.7429999999999986,0.99602,0.81255,0.6299399999999999,0.37502,0.14527,0.05292,2016
64,Turkmenistan,5.658,1.08017,1.03817,0.4400600000000001,0.37408,0.22567,0.28467,2016
65,Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.052029999999999986,2016
66,Libya,5.615,1.0668799999999998,0.95076,0.52304,0.40672,0.17087,0.10339,2016
67,Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2016
68,Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.052279999999999986,2016
69,Paraguay,5.5379999999999985,0.8937299999999999,1.11111,0.58295,0.46235,0.25296,0.07396,2016
70,Romania,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.12889,0.006790000000000001,2016
71,Estonia,5.517,1.27964,1.0516299999999998,0.68098,0.41511,0.08423,0.18519,2016
72,Jamaica,5.51,0.89333,0.96372,0.5946899999999999,0.43597,0.22245,0.04294,2016
73,Croatia,5.488,1.18649,0.6080899999999999,0.70524,0.23907,0.18434,0.04002,2016
76,Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2016
77,Turkey,5.3889999999999985,1.1649200000000002,0.8771700000000001,0.64718,0.23889,0.04707,0.12348,2016
78,Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2016
79,Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2016
80,Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914000000000002,2016
81,Philippines,5.279,0.81217,0.87877,0.4703600000000001,0.5485399999999999,0.21674,0.11757,2016
82,China,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2016
84,Kyrgyzstan,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.38432,0.04762,2016
85,Serbia,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2016
86,Bosnia and Herzegovina,5.1629999999999985,0.93383,0.64367,0.7076600000000001,0.09511,0.29889,0.0,2016
87,Montenegro,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.17190999999999998,0.12721,2016
88,Dominican Republic,5.155,1.02787,0.99496,0.5766899999999999,0.52259,0.21286,0.12372,2016
89,Morocco,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25646,0.04053,0.08404,2016
90,Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,2016
91,Pakistan,5.1320000000000014,0.68816,0.26135,0.40306,0.14622000000000002,0.31185,0.1388,2016
92,Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.23693000000000006,0.03061,2016
93,Portugal,5.122999999999998,1.27607,0.94367,0.7936300000000001,0.44727,0.11691,0.01521,2016
95,Vietnam,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.25075,0.11556,2016
97,Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2016
98,Greece,5.033,1.24886,0.75473,0.80029,0.058220000000000015,0.0,0.04127,2016
99,Tajikistan,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.25998000000000004,0.13509000000000002,2016
100,Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.34539000000000003,0.03285,2016
102,Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2016
103,Honduras,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.2044,0.06906,2016
104,Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,2016
105,Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2016
106,Nepal,4.793,0.4462600000000001,0.69699,0.50073,0.37012,0.3816,0.07007999999999999,2016
107,Palestinian Territories,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,2016
108,Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,2016
109,Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2016
110,Sierra Leone,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,2016
111,Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13635999999999998,2016
112,Namibia,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,2016
113,Cameroon,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.2268,0.06126,2016
114,Ethiopia,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.29522,0.1717,2016
115,South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,2016
116,Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,2016
117,India,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2016
118,Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,2016
119,Egypt,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.12705999999999998,0.10393,2016
120,Armenia,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.07793,0.036160000000000005,2016
121,Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,2016
122,Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,2016
123,Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2016
124,Congo (Kinshasa),4.272,0.05661,0.80676,0.188,0.15602,0.25458000000000003,0.06075,2016
125,Georgia,4.252,0.8379200000000001,0.19249,0.64035,0.32461,0.06786,0.3188,2016
126,Congo (Brazzaville),4.2360000000000015,0.7710899999999999,0.47799,0.28212,0.37938,0.12077,0.09753,2016
127,Senegal,4.2189999999999985,0.44314,0.7741600000000001,0.40457,0.31056,0.19103,0.11681,2016
128,Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,2016
129,Mauritania,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.22686,0.17955,2016
130,Zimbabwe,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582000000000001,2016
131,Malawi,4.1560000000000015,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2016
133,Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,2016
134,Mali,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.21064,0.13647,2016
135,Haiti,4.0280000000000005,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2016
136,Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,2016
138,Ivory Coast,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016
139,Cambodia,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.40339,0.08092,2016
141,Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2016
142,South Sudan,3.832,0.39394,0.18519,0.15780999999999998,0.19662,0.25899,0.13015,2016
143,Chad,3.763,0.42214,0.63178,0.03824,0.12807000000000002,0.18667,0.04952,2016
144,Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,2016
145,Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016
146,Yemen,3.724,0.57939,0.47493,0.31048000000000003,0.2287,0.09821,0.058920000000000014,2016
147,Madagascar,3.695,0.27954,0.46115,0.37109,0.13684000000000002,0.2204,0.07506,2016
148,Tanzania,3.666,0.47155,0.77623,0.35700000000000004,0.3176,0.31472,0.05099,2016
149,Liberia,3.622,0.10706,0.50353,0.23165,0.25748000000000004,0.24063,0.04852,2016
150,Guinea,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016
151,Rwanda,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.23552,0.50521,2016
152,Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681000000000001,2016
153,Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2016
154,Togo,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.17517,0.11587,2016
156,Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016
0,Norway,7.537000179290769,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,2017
1,Denmark,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816864,2017
2,Iceland,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.475540220737457,0.15352655947208402,2017
3,Switzerland,7.49399995803833,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.29054927825927696,0.3670072853565221,2017
4,Finland,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,2017
5,Netherlands,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.470489829778671,0.282661825418472,2017
6,Canada,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017
7,New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.500005125999451,0.38281670212745705,2017
8,Sweden,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.38539925217628496,0.384398728609085,2017
9,Australia,7.28399991989136,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2017
10,Israel,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2017
11,Costa Rica,7.0789999961853,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,2017
12,Austria,7.00600004196167,1.48709726333618,1.4599449634552,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,2017
13,United States,6.993000030517581,1.54625928401947,1.4199205636978105,0.7742866277694699,0.505740523338318,0.392578780651093,0.135638788342476,2017
14,Ireland,6.977000236511231,1.5357066392898602,1.55823111534119,0.8097826242446899,0.5731103420257571,0.42785832285881,0.2983881533145901,2017
15,Germany,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,2017
16,Belgium,6.89099979400635,1.46378076076508,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.23150333762168895,0.251343131065369,2017
17,Luxembourg,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017
18,United Kingdom,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017
19,Chile,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,2017
20,United Arab Emirates,6.6479997634887695,1.6263433694839498,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017
21,Brazil,6.63500022888184,1.10735321044922,1.43130600452423,0.6165523529052729,0.437453746795654,0.16234989464282998,0.111092761158943,2017
22,Czech Republic,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017
23,Argentina,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.4945192039012911,0.109457060694695,0.059739887714385986,2017
24,Mexico,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017
25,Singapore,6.57200002670288,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503418,2017
26,Malta,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,2017
27,Uruguay,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,2017
28,Guatemala,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,2017
29,Panama,6.4520001411438,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017
30,France,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,2017
31,Thailand,6.423999786376951,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017
33,Spain,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017
35,Colombia,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.477487415075302,0.14901447296142598,0.0466687418520451,2017
36,Saudi Arabia,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,2017
37,Trinidad and Tobago,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,2017
38,Kuwait,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.496337592601776,0.228289797902107,0.21515955030918105,2017
39,Slovakia,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017
40,Bahrain,6.08699989318848,1.48841226100922,1.3231104612350502,0.653133034706116,0.536746919155121,0.17266848683357194,0.257042169570923,2017
41,Malaysia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619289,0.416608929634094,0.0656007081270218,2017
42,Nicaragua,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,2017
43,Ecuador,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.15011246502399406,0.140134647488594,2017
44,El Salvador,6.0029997825622585,0.909784495830536,1.1821250915527302,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017
45,Poland,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017
46,Uzbekistan,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.6582486629486078,0.415983647108078,0.246528223156929,2017
47,Italy,5.96400022506714,1.39506661891937,1.44492328166962,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,2017
48,Russia,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017
50,Japan,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861208,0.505625545978546,0.12057276815176,0.163760736584663,2017
51,Lithuania,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017
52,Algeria,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,2017
53,Latvia,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,2017
54,South Korea,5.837999820709231,1.40167844295502,1.1282744407653795,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,2017
55,Moldova,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.240729048848152,0.20877912640571605,0.0100912861526012,2017
56,Romania,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.004387900698930029,2017
57,Bolivia,5.82299995422363,0.833756566047668,1.22761905193329,0.4736302495002751,0.5587329268455511,0.22556072473526,0.0604777261614799,2017
58,Turkmenistan,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.2592703402042389,2017
59,Kazakhstan,5.8189997673034695,1.2845562696456898,1.38436901569366,0.6060415506362921,0.43745428323745705,0.20196442306041695,0.11928288638591802,2017
61,Slovenia,5.75799989700317,1.3412059545517,1.4525188207626298,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,2017
62,Peru,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766171,0.4500028789043429,0.126819714903831,0.0470490865409374,2017
63,Mauritius,5.62900018692017,1.18939554691315,1.20956099033356,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,2017
64,Cyprus,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,2017
65,Estonia,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881306,2017
66,Belarus,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,2017
67,Libya,5.525000095367429,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,2017
68,Turkey,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,2017
69,Paraguay,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,2017
71,Philippines,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,2017
72,Serbia,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.22012588381767295,0.0409037806093693,2017
73,Jordan,5.33599996566772,0.9910123944282528,1.23908889293671,0.6045900583267211,0.418421149253845,0.17217046022415194,0.11980327218771003,2017
74,Hungary,5.32399988174438,1.2860119342803995,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,2017
75,Jamaica,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128104,0.0552677810192108,2017
76,Croatia,5.2930002212524405,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017
77,Kosovo,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2017
78,China,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,2017
79,Pakistan,5.26900005340576,0.7268835306167599,0.6726906895637509,0.402047783136368,0.23521526157856,0.3154460191726681,0.124348066747189,2017
80,Indonesia,5.26200008392334,0.995538592338562,1.27444469928741,0.4923457205295561,0.443323463201523,0.611704587936401,0.0153171354904771,2017
