,Country,Happiness Score,GDP per Capita,Social Support,Health/Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Govâ€™t Corruption,Year
44,Nicaragua,6.105,0.6940000000000001,1.325,0.835,0.435,0.2,0.127,2019
45,Kosovo,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019
46,Argentina,6.086,1.092,1.432,0.8809999999999999,0.471,0.066,0.05,2019
47,Romania,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019
48,Cyprus,6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019
49,Ecuador,6.028,0.912,1.3119999999999998,0.868,0.498,0.126,0.087,2019
50,Kuwait,6.021,1.5,1.319,0.8079999999999999,0.493,0.142,0.097,2019
51,Thailand,6.007999999999999,1.05,1.409,0.828,0.557,0.359,0.028,2019
52,Latvia,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019
53,South Korea,5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019
54,Estonia,5.893,1.237,1.528,0.8740000000000001,0.495,0.103,0.161,2019
55,Jamaica,5.89,0.831,1.4780000000000002,0.831,0.49,0.107,0.028,2019
56,Mauritius,5.888,1.12,1.402,0.7979999999999999,0.498,0.215,0.06,2019
57,Japan,5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019
58,Honduras,5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019
59,Kazakhstan,5.809,1.173,1.508,0.7290000000000001,0.41,0.146,0.096,2019
60,Bolivia,5.779,0.7759999999999999,1.209,0.706,0.511,0.13699999999999998,0.064,2019
61,Hungary,5.757999999999999,1.2009999999999998,1.41,0.828,0.199,0.081,0.02,2019
62,Paraguay,5.7429999999999986,0.855,1.475,0.777,0.514,0.184,0.08,2019
64,Peru,5.697,0.96,1.274,0.8540000000000001,0.455,0.083,0.027000000000000003,2019
65,Portugal,5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019
66,Pakistan,5.653,0.677,0.8859999999999999,0.535,0.313,0.22,0.098,2019
67,Russia,5.648,1.183,1.452,0.726,0.334,0.08199999999999999,0.031,2019
68,Philippines,5.631,0.807,1.293,0.657,0.5579999999999999,0.117,0.107,2019
69,Serbia,5.603,1.004,1.383,0.8540000000000001,0.282,0.13699999999999998,0.039,2019
70,Moldova,5.529,0.685,1.328,0.7390000000000001,0.245,0.181,0.0,2019
71,Libya,5.525,1.044,1.3030000000000002,0.6729999999999999,0.416,0.133,0.152,2019
72,Montenegro,5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019
73,Tajikistan,5.4670000000000005,0.493,1.098,0.718,0.389,0.23,0.14400000000000002,2019
74,Croatia,5.432,1.155,1.266,0.914,0.29600000000000004,0.119,0.022,2019
76,Dominican Republic,5.425,1.015,1.401,0.779,0.4970000000000001,0.113,0.101,2019
77,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019
78,Turkey,5.372999999999998,1.183,1.36,0.8079999999999999,0.195,0.083,0.106,2019
79,Malaysia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019
80,Belarus,5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019
81,Greece,5.287000000000001,1.181,1.156,0.999,0.067,0.0,0.034,2019
82,Mongolia,5.285,0.948,1.531,0.667,0.317,0.235,0.038,2019
84,Nigeria,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019
85,Kyrgyzstan,5.261,0.551,1.4380000000000002,0.723,0.508,0.3,0.023,2019
86,Turkmenistan,5.247000000000001,1.052,1.538,0.657,0.394,0.244,0.028,2019
87,Algeria,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019
88,Morocco,5.207999999999998,0.8009999999999999,0.782,0.782,0.418,0.036000000000000004,0.076,2019
89,Azerbaijan,5.207999999999998,1.043,1.147,0.769,0.35100000000000003,0.035,0.182,2019
90,Lebanon,5.197,0.987,1.224,0.815,0.21600000000000005,0.166,0.027000000000000003,2019
91,Indonesia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019
92,China,5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019
93,Vietnam,5.175,0.741,1.346,0.851,0.5429999999999999,0.147,0.073,2019
95,Cameroon,5.044,0.5489999999999999,0.91,0.331,0.381,0.187,0.037000000000000005,2019
96,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019
97,Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019
98,Ivory Coast,4.944,0.569,0.8079999999999999,0.232,0.35200000000000004,0.154,0.09,2019
99,Nepal,4.913,0.446,1.226,0.677,0.439,0.285,0.08900000000000001,2019
100,Jordan,4.9060000000000015,0.8370000000000001,1.225,0.815,0.383,0.11,0.13,2019
101,Benin,4.883,0.393,0.4370000000000001,0.397,0.349,0.175,0.08199999999999999,2019
102,Congo (Brazzaville),4.812,0.6729999999999999,0.799,0.508,0.3720000000000001,0.105,0.093,2019
103,Gabon,4.799,1.057,1.183,0.5710000000000001,0.295,0.043,0.055,2019
105,South Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019
106,Albania,4.7189999999999985,0.947,0.848,0.8740000000000001,0.383,0.17800000000000002,0.027000000000000003,2019
107,Venezuela,4.707,0.96,1.4269999999999998,0.805,0.154,0.064,0.047,2019
108,Cambodia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,2019
109,Palestinian Territories,4.6960000000000015,0.657,1.247,0.672,0.225,0.103,0.066,2019
110,Senegal,4.681,0.45,1.134,0.5710000000000001,0.292,0.153,0.07200000000000001,2019
112,Namibia,4.6389999999999985,0.879,1.3130000000000002,0.477,0.401,0.07,0.056,2019
113,Niger,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2019
114,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019
115,Armenia,4.559,0.85,1.055,0.815,0.28300000000000003,0.095,0.064,2019
116,Iran,4.548,1.1,0.8420000000000001,0.785,0.305,0.27,0.125,2019
117,Guinea,4.534,0.38,0.8290000000000001,0.375,0.332,0.207,0.086,2019
118,Georgia,4.519,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.043,0.16399999999999998,2019
120,Kenya,4.509,0.512,0.983,0.581,0.431,0.3720000000000001,0.053,2019
121,Mauritania,4.49,0.57,1.167,0.489,0.066,0.106,0.08800000000000001,2019
123,Tunisia,4.461,0.921,1.0,0.815,0.16699999999999998,0.059,0.055,2019
124,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.166,0.14300000000000002,2019
125,Iraq,4.437,1.043,0.98,0.574,0.241,0.14800000000000002,0.08900000000000001,2019
126,Congo (Kinshasa),4.418,0.094,1.125,0.35700000000000004,0.269,0.212,0.053,2019
127,Mali,4.39,0.385,1.105,0.308,0.327,0.153,0.052000000000000005,2019
128,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.252,0.045,2019
129,Sri Lanka,4.3660000000000005,0.949,1.265,0.831,0.47,0.244,0.047,2019
130,Myanmar,4.36,0.71,1.181,0.555,0.525,0.5660000000000001,0.172,2019
131,Chad,4.35,0.35,0.7659999999999999,0.192,0.174,0.198,0.078,2019
132,Ukraine,4.332,0.82,1.39,0.7390000000000001,0.17800000000000002,0.187,0.01,2019
133,Ethiopia,4.2860000000000005,0.336,1.033,0.532,0.344,0.209,0.1,2019
135,Uganda,4.189,0.332,1.069,0.443,0.35600000000000004,0.252,0.06,2019
136,Egypt,4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019
137,Zambia,4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019
138,Togo,4.085,0.275,0.5720000000000001,0.41,0.293,0.177,0.085,2019
139,India,4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019
140,Liberia,3.975,0.073,0.922,0.443,0.37,0.233,0.033,2019
142,Madagascar,3.933,0.274,0.916,0.555,0.14800000000000002,0.16899999999999998,0.041,2019
144,Burundi,3.775,0.046,0.447,0.38,0.22,0.17600000000000002,0.18,2019
145,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.151,0.08900000000000001,2019
146,Haiti,3.597,0.32299999999999995,0.688,0.449,0.026,0.419,0.11,2019
147,Botswana,3.488,1.041,1.145,0.5379999999999999,0.455,0.025,0.1,2019
149,Malawi,3.41,0.191,0.56,0.495,0.443,0.218,0.08900000000000001,2019
150,Yemen,3.38,0.287,1.163,0.463,0.14300000000000002,0.108,0.077,2019
151,Rwanda,3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019
152,Tanzania,3.2310000000000003,0.476,0.885,0.499,0.417,0.276,0.147,2019
153,Afghanistan,3.2030000000000003,0.35,0.517,0.361,0.0,0.158,0.025,2019
155,South Sudan,2.853,0.306,0.575,0.295,0.01,0.202,0.091,2019
0,Finland,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,2020
1,Denmark,7.645599842,10.77400112,0.955990791,72.40250397,0.951444268,0.06620177599999999,0.168489456,2020
2,Switzerland,7.559899807000001,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,2020
3,Iceland,7.504499912000001,10.77255917,0.974669576,73.0,0.948891878,0.246944219,0.7117097379999999,2020
4,Norway,7.4879999160000015,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,2020
5,Netherlands,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,2020
6,Sweden,7.353499889,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,2020
7,New Zealand,7.299600123999999,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,2020
8,Austria,7.294199944,10.7428236,0.928045869,73.00250244,0.899989486,0.085429221,0.499954879,2020
9,Luxembourg,7.237500191,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,2020
10,Canada,7.23210001,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,2020
11,Australia,7.222799778,10.72059631,0.944854617,73.60453796,0.915431738,0.19046016,0.41516912,2020
12,United Kingdom,7.164500237,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.435915917,2020
13,Israel,7.128600121,10.41752529,0.913571239,73.20025635,0.7475805879999999,0.10259372,0.78085506,2020
14,Costa Rica,7.121399879,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.7863324279999999,2020
15,Ireland,7.093699932000001,11.16097832,0.942081571,72.30078888,0.8869829770000001,0.145784974,0.357184172,2020
16,Germany,7.075799942000001,10.7328186,0.898874462,72.20201874,0.867371082,0.08017938599999999,0.456422031,2020
17,United States,6.9395999910000015,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.6997153159999999,2020
18,Czech Republic,6.9109001160000005,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,2020
19,Belgium,6.863500117999999,10.6736393,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,2020
20,United Arab Emirates,6.790800095,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.123450845,0.594502211,2020
21,Malta,6.7727999689999985,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,2020
22,France,6.663799762999999,10.58422279,0.937103748,73.80193329,0.8254676459999999,-0.130641967,0.583521128,2020
23,Mexico,6.465000152999999,9.797797203,0.8386654259999999,68.29902649,0.8587092759999999,-0.175266623,0.806821585,2020
25,Uruguay,6.440100192999999,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,2020
26,Saudi Arabia,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,2020
27,Spain,6.4008998870000005,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714000000005,0.765859902,2020
28,Guatemala,6.398900032,8.924805641,0.8166214820000001,64.8089447,0.908147573,-0.042938665,0.783237457,2020
29,Italy,6.38740015,10.48183632,0.8898785709999999,73.60168457,0.66465199,-0.043460999000000014,0.873404682,2020
30,Singapore,6.3770999910000015,11.39552116,0.910268962,76.80458069,0.926645339,0.029879224,0.109784193,2020
31,Brazil,6.375599861,9.56643486,0.896723807,66.48016357,0.799804807,-0.101812392,0.7706012729999999,2020
32,Slovenia,6.363399982000001,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,2020
33,El Salvador,6.34829998,8.909075737,0.8060922620000001,66.10826111,0.833805263,-0.121072978,0.754319906,2020
34,Kosovo,6.325200081,9.204429626,0.8207265140000001,63.88555527,0.861535907,0.190933764,0.922328293,2020
35,Panama,6.3048000339999986,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,2020
36,Slovakia,6.280600071,10.34774971,0.922493756,68.90634155,0.7499526740000001,-0.124409303,0.918096125,2020
37,Uzbekistan,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,2020
38,Chile,6.228499889,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,2020
39,Bahrain,6.227300167,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393470999999999,2020
40,Lithuania,6.215499877999999,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,2020
41,Trinidad and Tobago,6.1918997760000005,10.26000214,0.91529417,63.5,0.8579071159999999,0.000526841,0.912230611,2020
42,Poland,6.1862998010000005,10.26512432,0.874257445,69.31113434,0.8620557790000001,-0.205084071,0.6869270209999999,2020
43,Colombia,6.163400172999999,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,2020
44,Cyprus,6.15899992,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731496,0.8562717440000001,2020
45,Nicaragua,6.13710022,8.493160247999999,0.8574970359999999,67.50717926,0.8639028670000001,0.020959141,0.665950119,2020
46,Romania,6.123700142000001,10.107584,0.8251615170000001,67.20723724,0.842823207,-0.19781521,0.934300244,2020
47,Kuwait,6.102099895,11.08982468,0.8464752440000001,66.76764679,0.8723664879999999,-0.100184701,0.7608490590000001,2020
48,Mauritius,6.101299762999999,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.8053430909999999,2020
49,Kazakhstan,6.0578999520000005,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.7644908429999999,2020
50,Estonia,6.0218000410000005,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,2020
51,Philippines,6.006000042,8.993545532,0.8467300529999999,61.92676163,0.915463448,-0.105463006,0.7336341140000001,2020
52,Hungary,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,2020
53,Thailand,5.9987998010000005,9.741791725,0.8899732229999999,67.25059509,0.905063033,0.268685192,0.8862723109999999,2020
54,Argentina,5.974699974,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.8420098420000001,2020
55,Honduras,5.953199862999999,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,2020
56,Latvia,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.7955800890000001,2020
57,Ecuador,5.925199986,9.246058463999999,0.836418986,68.50003815,0.8598289490000001,-0.127014965,0.8012151120000001,2020
58,Portugal,5.9109001160000005,10.26374245,0.8865907190000001,72.40202332,0.8887478109999999,-0.220714301,0.8926295040000001,2020
59,Jamaica,5.889800072000001,9.006250381000001,0.915701866,67.09999847,0.8580685259999999,-0.12510676699999998,0.8888900279999999,2020
60,South Korea,5.872399807000001,10.51056671,0.7993871570000001,73.60272979999998,0.6129651070000001,-0.043404032,0.789067447,2020
61,Japan,5.870800018,10.57968903,0.883545935,75.00096893,0.8099613790000001,-0.246910349,0.654558063,2020
62,Peru,5.796800137000001,9.456313133,0.8310752509999999,68.10023499,0.8247660990000001,-0.16238822,0.8937149640000001,2020
63,Serbia,5.77820015,9.680980682000001,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,2020
64,Bolivia,5.747499942999999,8.851115227000001,0.803108692,63.6004715,0.875873327,-0.09168113,0.8226062059999999,2020
65,Pakistan,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.7457054259999999,2020
66,Paraguay,5.692100048,9.389982224,0.8987278940000001,65.63993835,0.885923445,0.007997713,0.8347885009999999,2020
67,Dominican Republic,5.689199924,9.664880753,0.882085383,65.80748749,0.8662027720000001,-0.131263286,0.755999923,2020
68,Bosnia and Herzegovina,5.674099922000001,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,2020
69,Moldova,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,2020
70,Tajikistan,5.555699825,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.5920760629999999,2020
71,Montenegro,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.7831215859999999,2020
72,Russia,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,2020
73,Kyrgyzstan,5.541500092000001,8.148405075,0.8872284890000001,64.10601044,0.909374893,0.15477205800000002,0.888396084,2020
74,Belarus,5.539899826,9.779945374,0.90674746,66.10433197,0.6391630770000001,-0.164926544,0.63571167,2020
76,Greece,5.514999866,10.13232613,0.8143803479999999,72.40525818,0.5413451189999999,-0.30090737300000003,0.8599314090000001,2020
78,Croatia,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,2020
79,Libya,5.488800049,9.789815903,0.8259429340000001,62.29999924,0.773157001,-0.085054487,0.668779135,2020
80,Mongolia,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,2020
81,Malaysia,5.384300232,10.26251888,0.816509426,67.10215759,0.8946268559999999,0.114726797,0.8393023009999999,2020
82,Vietnam,5.353499889,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,2020
83,Indonesia,5.285600185,9.36975193,0.808379889,62.15584946,0.8706144090000001,0.519586504,0.876296401,2020
84,Ivory Coast,5.233300208999999,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.7907719609999999,2020
85,Benin,5.21600008,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.7405325770000001,2020
87,Congo (Brazzaville),5.194399834,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,2020
88,Azerbaijan,5.164800167,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,2020
90,Ghana,5.1479997630000005,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.8479647640000001,2020
91,Nepal,5.137199879,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,2020
92,Turkey,5.131800175,10.12941933,0.826313555,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,2020
93,China,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539710999999999,2020
94,Turkmenistan,5.119100093999999,9.74803257,0.958966196,62.21170807,0.8264570240000001,0.187671542,0.883691847,2020
95,Bulgaria,5.101500034,9.869318962000001,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,2020
96,Morocco,5.094799995,8.940313339,0.5926284789999999,65.89624023,0.772072434,-0.240377247,0.8157246109999999,2020
97,Cameroon,5.084899902,8.118647575,0.700386405,52.7049408,0.7630518079999999,-0.00149645,0.8513365979999999,2020
98,Venezuela,5.053199768,8.977793693999999,0.890408158,66.50534058,0.62327832,-0.16909050899999994,0.837038398,2020
99,Algeria,5.005099773,9.537964821000001,0.8033851390000001,65.90517426,0.466610909,-0.121105164,0.7354851370000001,2020
100,Senegal,4.980800152,8.118982315,0.723616004,59.59915161,0.6905961629999999,-0.052335154,0.808785141,2020
101,Guinea,4.949299812,7.750990391,0.637573481,54.46780014,0.7068467740000001,0.076328471,0.761794448,2020
102,Niger,4.909599781,6.8421669010000015,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,2020
104,Albania,4.882699966000001,9.417930603,0.671070457,68.70813751,0.7819942240000001,-0.042309489000000006,0.896303713,2020
105,Cambodia,4.8484001160000005,8.249890327000001,0.773080647,61.52996826,0.959704638,0.051911179,0.8227690459999999,2020
106,Bangladesh,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,2020
107,Gabon,4.829299927,9.680537224,0.787886858,59.71533966,0.7048292159999999,-0.222261623,0.8491509559999999,2020
108,South Africa,4.814099789,9.403370857,0.8525322679999999,56.50601196,0.7593300940000001,-0.109777324,0.843423843,2020
109,Iraq,4.7848000530000006,9.661095619,0.7476949690000001,59.90354919,0.633182645,-0.06956476,0.82226181,2020
110,Lebanon,4.771500111,9.3617239,0.824338138,67.10658264,0.5513575079999999,-0.06121527,0.90225625,2020
111,Burkina Faso,4.768700123,7.46854496,0.7129436140000001,53.88945389,0.665563583,-0.019080516,0.739795029,2020
113,Mali,4.729300021999999,7.629852295,0.7314689759999999,51.72698212,0.71156615,-0.044366926,0.839328408,2020
114,Nigeria,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,2020
115,Armenia,4.676799774,9.100476265,0.7574794290000001,66.75065613,0.7120178340000001,-0.13877961,0.7735447879999999,2020
116,Georgia,4.672599792,9.226100922,0.629033029,64.49520874,0.8016415240000001,-0.22892037,0.665944695,2020
117,Iran,4.672399998,9.813719749,0.6946896909999999,66.00614929,0.647873282,0.117891103,0.714635968,2020
118,Jordan,4.6333999630000005,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,2020
120,Kenya,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,2020
121,Namibia,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.8514497879999999,2020
122,Ukraine,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,2020
123,Liberia,4.557899952,7.054380417000001,0.70928055,56.09631348,0.735268712,0.04227322,0.8563759329999999,2020
124,Palestinian Territories,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,2020
125,Uganda,4.43200016,7.500389576,0.7649946209999999,55.70820236,0.7317139509999999,0.099487431,0.8367378120000001,2020
126,Chad,4.422699928,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.8027608390000001,2020
127,Tunisia,4.392199993,9.314972877999999,0.6887185570000001,66.89785767,0.593361557,-0.216413811,0.867590249,2020
128,Mauritania,4.374599934,8.233919144,0.7908192279999999,57.01017761,0.551522553,-0.106008142,0.746223509,2020
129,Sri Lanka,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,2020
130,Congo (Kinshasa),4.31099987,6.6942563060000015,0.6721590159999999,52.90000153,0.700793564,0.083637655,0.809403598,2020
132,Myanmar,4.308000088,8.680481911000001,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,2020
134,Togo,4.187200069,7.357711315,0.551312625,54.71989822,0.6498286129999999,0.002667875,0.7577334640000001,2020
135,Ethiopia,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332000000005,0.7536900040000001,2020
136,Madagascar,4.165599823,7.281685829,0.668195903,59.10542679,0.5575740929999999,-0.011823639,0.8174856309999999,2020
137,Egypt,4.151400089,9.316541672,0.7354478240000001,61.78015137,0.708354175,-0.196878314,0.787726879,2020
138,Sierra Leone,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,2020
139,Burundi,3.775300026,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,2020
140,Zambia,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,2020
141,Haiti,3.720799923,7.4113292689999986,0.593247831,55.59862518,0.537825167,0.40053457,0.6847672459999999,2020
143,India,3.573299885,8.849823952000001,0.592200935,60.21518707,0.8814448709999999,0.05755160700000001,0.772042692,2020
144,Malawi,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,2020
145,Yemen,3.527400017,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,2020
146,Botswana,3.478899956,9.711203575,0.7791217570000001,58.92445374,0.8213281040000001,-0.250394493,0.777930915,2020
147,Tanzania,3.476200104,7.967665195,0.6889331940000001,57.49607468,0.82153976,0.109668687,0.619799435,2020
149,Rwanda,3.312299967,7.600104332000001,0.54083544,61.09884644,0.9005894059999999,0.055483952,0.183541179,2020
150,Zimbabwe,3.2992000580000003,7.8657116889999985,0.7630927559999999,55.61725998,0.711457908,-0.072063953,0.81023699,2020
151,South Sudan,2.816600084,7.425359726,0.553707123,51.0,0.451313615,0.016518548,0.7634173040000001,2020
152,Afghanistan,2.566900015,7.462860583999999,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,2020
